ACCIDENT_NO,PERSON_ID,cluster
T20170011029,B,4
T20200018566,B,0
T20200018566,A,2
T20180024562,A,6
T20180024562,B,1
T20230002996,A,0
T20240010501,B,2
T20230022350,A,2
T20220028636,B,0
T20210020400,01,0
T20210020400,A,0
T20210020400,B,2
T20230004953,A,0
T20230015244,B,2
T20230015244,A,0
T20230017500,02,0
T20230007992,A,0
T20230014884,A,2
T20200000191,A,4
T20240003977,B,0
T20230011988,01,0
T20200000191,B,1
T20200009853,01,1
T20230023341,A,4
T20230017734,A,2
T20210010299,B,3
T20150025213,02,4
T20200012722,A,0
T20200012722,01,2
T20200012722,02,2
T20200012722,B,2
T20220006863,B,2
T20220006863,A,0
T20220014491,01,2
T20230000429,A,2
T20190017525,A,2
T20220008927,B,2
T20220008927,01,0
T20220008927,A,2
T20160001393,A,0
T20160001393,B,2
T20230006694,A,0
T20230004115,01,2
T20220028071,B,0
T20220008671,02,2
T20220008671,01,2
T20230018996,A,2
T20190003689,B,0
T20190006083,A,2
T20130022282,A,0
T20190025612,B,2
T20190025612,01,0
T20230029002,B,4
T20190005334,B,0
T20230001402,B,2
T20120004011,A,3
T20120004011,B,1
T20120004011,02,1
T20120004011,03,3
T20120004011,01,1
T20210024666,A,2
T20220019737,A,0
T20230023995,B,2
T20230028315,A,0
T20230028315,B,2
T20230028315,01,2
T20220027270,A,3
T20220027270,B,3
T20230009433,B,2
T20210013722,A,1
T20120023881,A,2
T20120023881,B,0
T20220018748,A,0
T20190015017,A,0
T20190001572,A,0
T20240009448,01,1
T20240009448,02,1
T20230007733,B,4
T20230007733,A,6
T20220004444,A,2
T20220004444,B,0
T20240010757,B,2
T20220029304,01,0
T20220029304,A,0
T20220029304,B,2
T20220027400,02,6
T20240022056,B,2
T20240022056,A,0
T20230023995,01,0
T20230010750,02,0
T20230010750,A,2
T20230010750,B,0
T20220016644,A,1
T20210003422,A,1
T20220016644,01,1
T20220023181,A,4
T20220028187,A,0
T20230002346,B,0
T20230000871,01,4
T20220029297,B,2
T20190004456,01,2
T20210011287,B,0
T20220025866,A,4
T20230000871,A,1
T20220029297,A,2
T20220029297,01,0
T20230001427,A,4
T20190004456,B,0
T20230002375,A,0
T20220021833,B,0
T20230001243,A,0
T20230001243,02,0
T20170004612,A,2
T20230004968,02,2
T20220027885,A,0
T20230008166,B,2
T20210017076,B,2
T20210020722,02,1
T20220015059,01,1
T20230001327,B,2
T20210020722,B,3
T20230000637,B,0
T20230009882,B,2
T20230009372,B,2
T20230009372,A,0
T20240020689,A,0
T20230003666,A,2
T20210017179,01,2
T20210017179,B,2
T20180022976,A,6
T20230002801,A,0
T20240003401,A,4
T20240014014,A,2
T20230005283,A,3
T20230005283,B,3
T20200014793,B,0
T20200014793,A,2
T20240003761,B,0
T20170000879,A,2
T20240012869,A,0
T20230005580,A,0
T20240009802,A,0
T20240011559,A,1
T20240011505,B,1
T20240012062,A,2
T20180011781,A,1
T20240014836,B,2
T20240014836,A,0
T20180016749,A,4
T20180016749,B,1
T20230010486,B,3
T20220005792,B,1
T20220006048,A,0
T20210018754,01,2
T20230005582,A,0
T20220015013,01,1
T20220002611,B,2
T20220002611,A,0
T20220005695,A,2
T20220006086,A,1
T20210022236,A,0
T20210022236,B,2
T20220019753,B,0
T20220009671,B,1
T20220010898,B,0
T20220007440,B,0
T20210018157,A,2
T20220002888,B,0
T20220017117,A,1
T20220015147,A,2
T20210018385,B,1
T20210018385,A,4
T20220005695,B,2
T20220010559,B,0
T20220007222,A,1
T20220004456,B,6
T20180010215,B,3
T20180003001,A,4
T20230004725,A,5
T20220014826,A,2
T20220014826,B,0
T20220015693,B,2
T20220015693,A,0
T20220013587,01,0
T20220013587,02,0
T20220013587,A,0
T20220013587,B,2
T20220014258,A,0
T20220013249,A,0
T20220013249,B,2
T20220012458,A,0
T20220012458,B,2
T20220024979,01,2
T20230000479,01,2
T20220020793,A,0
T20220020793,B,2
T20220020035,A,0
T20220021486,C,4
T20220026494,A,0
T20210026858,02,1
T20220001368,A,1
T20210014482,A,3
T20200019073,B,2
T20220022561,A,1
T20230005698,B,2
T20230028810,A,0
T20210007451,B,4
T20220015059,B,1
T20140023145,01,3
T20230011126,01,1
T20230011126,A,1
T20230011126,B,4
T20220028729,B,4
T20220019003,01,0
T20210011076,B,4
T20160019680,B,2
T20160019916,B,1
T20160019916,A,1
T20230009684,A,0
T20200015740,B,2
T20210009282,A,2
T20230009684,B,2
T20230006364,B,0
T20210009282,B,0
T20220025154,A,2
T20210019425,01,1
T20190004172,01,1
T20230000242,B,2
T20190017986,B,2
T20190017986,A,0
T20230013091,A,2
T20220028891,B,0
T20220021349,21,5
T20230008166,A,0
T20220028896,A,2
T20220028896,B,0
T20220010045,02,2
T20220028245,B,0
T20220028245,A,2
T20220028205,A,2
T20220024980,A,0
T20220024813,01,0
T20220024813,B,0
T20220024813,A,2
T20220023921,01,2
T20220023921,A,0
T20220023921,B,0
T20220024536,A,0
T20220024536,A,0
T20220024536,B,2
T20220024536,B,2
T20220025105,A,0
T20170021956,A,0
T20220028975,A,2
T20220028975,01,2
T20220028975,B,0
T20240007497,A,6
T20230007314,B,2
T20240015209,01,0
T20240032319,B,2
T20240032319,A,0
T20230016037,B,4
T20230017248,A,0
T20230017248,B,2
T20230019028,B,2
T20230019028,01,0
T20230019028,A,2
T20220004456,A,4
T20220004456,03,6
T20200007651,A,2
T20220007650,A,2
T20220007650,B,0
T20200008557,A,0
T20230013983,B,2
T20230013983,A,0
T20220004540,01,0
T20240003160,B,0
T20210008753,A,2
T20220004540,02,0
T20200008933,A,0
T20220029068,A,2
T20200002589,A,0
T20210019938,A,4
T20200021780,A,4
T20230029104,A,1
T20220006921,B,0
T20220005647,B,2
T20230014162,B,2
T20220006393,A,0
T20210021666,B,2
T20210021666,A,0
T20220025406,A,2
T20220004790,A,1
T20220010559,01,0
T20220022930,01,0
T20220013054,B,2
T20210008095,A,1
T20220026721,A,2
T20220026721,B,0
T20230019633,02,2
T20220024753,B,2
T20220024753,A,0
T20220008662,B,1
T20220021349,29,5
T20220028058,A,4
T20220028154,B,2
T20220028154,01,2
T20220028154,A,2
T20220028154,02,0
T20230000326,B,4
T20240006451,A,4
T20220021272,A,3
T20220021272,B,3
T20180004807,02,3
T20220022419,A,0
T20230020352,01,2
T20200003085,A,2
T20200003085,B,0
T20220016186,B,4
T20220018046,B,0
T20220018046,A,2
T20220014684,01,2
T20230025946,A,0
T20220010069,A,0
T20220010069,B,2
T20180000579,A,4
T20220014684,A,0
T20190009294,B,0
T20220022419,01,0
T20220022419,B,2
T20220022419,02,0
T20230018865,01,0
T20230018865,02,0
T20230018865,B,2
T20230018865,A,0
T20230016956,B,2
T20230016956,A,0
T20230016458,B,2
T20120021277,A,1
T20200007963,A,2
T20200020882,01,0
T20200020882,A,0
T20210000617,01,2
T20210000617,A,0
T20210000617,B,2
T20200014478,A,2
T20200014478,B,0
T20200014478,02,2
T20200014478,01,2
T20210017845,A,2
T20210017845,B,0
T20200023269,01,0
T20200023269,02,2
T20200023269,A,2
T20200023269,B,0
T20220005093,A,2
T20220006182,A,0
T20220005698,A,2
T20220005698,B,0
T20230027447,B,1
T20230027447,A,4
T20230027247,01,0
T20230027247,B,0
T20230027247,A,2
T20230029787,A,0
T20240004545,A,3
T20230011393,A,2
T20230002080,01,0
T20240007622,01,0
T20240007622,A,2
T20240007622,B,2
T20240009672,B,2
T20240007836,A,1
T20230010203,B,0
T20210014056,01,0
T20210014056,A,2
T20200016668,A,2
T20220014208,A,0
T20220014208,01,0
T20220010956,01,0
T20220010956,B,2
T20220010956,A,2
T20210000538,A,0
T20210000538,B,2
T20200011524,A,4
T20200011524,B,1
T20200011524,01,1
T20210011027,A,2
T20220012340,A,0
T20220019209,B,1
T20200016817,A,0
T20200016817,B,2
T20200016817,01,2
T20240015883,B,2
T20220014684,B,2
T20220026318,02,0
T20220026318,02,0
T20230018419,01,6
T20220005914,01,0
T20220005914,A,0
T20220017357,B,2
T20220014304,B,4
T20220024535,02,0
T20220019921,B,2
T20220027382,01,2
T20220017413,B,2
T20240013977,01,2
T20220010281,B,4
T20220027216,A,2
T20240007890,A,0
T20230021982,A,4
T20220027189,A,0
T20220027189,B,2
T20210007655,B,2
T20220028468,A,0
T20220028468,B,0
T20200004418,B,2
T20160014424,A,1
T20230005859,A,0
T20220024179,A,4
T20160001211,B,2
T20230020105,A,4
T20240013977,A,0
T20210001534,01,3
T20210023568,A,2
T20210023568,B,0
T20220013760,A,0
T20220020905,A,0
T20220027112,A,4
T20210009462,B,2
T20230024856,A,1
T20220005205,B,0
T20220003627,B,2
T20220004440,A,0
T20210006948,B,4
T20210006948,A,1
T20210006869,A,2
T20220000926,A,0
T20220000926,B,2
T20210014339,B,4
T20220002240,B,0
T20220002240,A,2
T20210009107,A,4
T20220003000,A,1
T20190000419,A,2
T20180005683,B,2
T20200021986,A,6
T20210025538,B,1
T20230029104,01,6
T20220018933,A,4
T20190000419,B,0
T20220012398,B,0
T20210025879,B,4
T20210025879,A,6
T20220019904,A,4
T20220002474,A,0
T20210009874,A,2
T20190005334,A,0
T20240001159,B,0
T20230030454,A,4
T20230007927,A,4
T20240003062,B,1
T20230025280,A,4
T20210003627,A,2
T20230007927,B,1
T20210020020,B,2
T20210009753,A,1
T20230008708,B,0
T20230004955,02,2
T20240009477,01,2
T20230005758,A,0
T20240009477,02,2
T20230022957,B,2
T20230025526,01,0
T20230025526,02,0
T20230025526,03,0
T20190022500,B,2
T20220011135,B,2
T20240003251,B,2
T20240014330,A,2
T20240014330,B,0
T20220020853,01,2
T20220003611,02,2
T20210005686,01,1
T20220003611,A,2
T20220003611,B,2
T20220003611,01,0
T20230022441,A,1
T20230030203,01,0
T20230030203,02,2
T20230018891,B,6
T20220027569,A,0
T20230030203,B,2
T20230030203,A,2
T20230030427,B,1
T20230030427,01,1
T20220029796,B,4
T20240010320,A,2
T20120022081,B,2
T20240011876,B,2
T20240011876,A,0
T20220013837,B,2
T20230000337,B,2
T20210002854,A,4
T20230007860,A,0
T20230000337,01,0
T20200023812,B,0
T20220003072,A,4
T20220003072,B,1
T20200017905,B,2
T20200017905,01,0
T20200017905,02,2
T20200017905,A,0
T20230002984,B,4
T20220015630,01,3
T20240001601,B,0
T20220003011,B,2
T20220026968,A,0
T20220021323,A,0
T20220026108,A,2
T20220026108,B,0
T20230018901,B,4
T20220026754,A,4
T20210012305,01,6
T20210012305,A,4
T20210014115,A,1
T20220003100,A,2
T20240001159,A,2
T20210025649,B,0
T20190012122,01,2
T20240005976,A,1
T20240005976,B,4
T20190009768,01,2
T20190009768,B,0
T20120021075,B,4
T20220016712,B,2
T20190024244,B,2
T20210025119,B,0
T20210025119,A,2
T20200004245,A,0
T20200021624,A,0
T20220028455,A,2
T20230020614,01,2
T20120000545,01,3
T20220003260,B,2
T20220003260,A,0
T20220015771,B,4
T20230003397,A,2
T20230016866,B,2
T20230006844,B,2
T20220000707,A,2
T20220000707,01,0
T20220000707,B,2
T20220007784,B,2
T20240010320,B,0
T20210013722,B,4
T20220001750,A,4
T20240006941,A,4
T20230000649,A,0
T20230000649,B,2
T20230027914,B,0
T20230016648,B,4
T20240002399,A,0
T20240002399,B,2
T20230004920,02,6
T20230028556,B,0
T20230028556,A,0
T20230029553,A,2
T20240009863,B,6
T20230014620,01,2
T20230014620,02,0
T20230014620,A,2
T20230014620,03,0
T20230014552,A,6
T20230014552,B,4
T20220023260,A,1
T20210013758,A,1
T20230025604,02,2
T20230025836,A,0
T20230009142,B,2
T20230009183,A,2
T20230028813,A,0
T20220023659,B,1
T20210004777,B,1
T20200012939,B,2
T20200012939,A,0
T20230021096,A,6
T20230021096,A,6
T20220024631,A,1
T20230020351,A,0
T20230013891,B,2
T20230013891,A,2
T20230013891,01,0
T20230013891,02,2
T20210000537,A,4
T20220026162,A,0
T20220026162,B,2
T20210019256,B,0
T20220025321,A,2
T20210000537,B,1
T20190003321,01,0
T20220027287,A,0
T20210017258,B,3
T20230003594,A,0
T20220025665,A,4
T20240003257,B,2
T20240003257,A,0
T20190018783,A,0
T20200009202,A,0
T20230003594,B,2
T20220003488,A,1
T20220003488,B,4
T20200014801,B,2
T20230006392,B,0
T20230003594,01,2
T20220010220,01,2
T20220010220,B,2
T20210009852,A,4
T20220026016,01,1
T20230019407,A,2
T20220017041,A,1
T20150015886,A,4
T20150015886,B,1
T20210017099,B,1
T20220013179,B,2
T20230009367,A,2
T20210010617,A,1
T20220005914,B,2
T20220012682,01,2
T20220012682,A,0
T20220011650,A,2
T20240000470,A,0
T20230027119,02,2
T20230027119,01,2
T20230030690,B,2
T20230030690,01,0
T20230030690,A,2
T20230029573,A,2
T20230029573,B,0
T20230002786,01,4
T20230021567,B,0
T20210010166,B,1
T20210009920,A,2
T20210010166,A,4
T20240001444,A,4
T20240005478,A,0
T20230030511,01,0
T20230030511,A,2
T20230030511,B,0
T20240002749,B,2
T20240002749,A,0
T20240011482,A,1
T20240001603,A,2
T20230028354,B,2
T20210004443,B,1
T20230019008,A,1
T20220021456,B,4
T20190008388,B,6
T20200016083,A,2
T20210024207,01,6
T20230011662,B,2
T20220003000,03,6
T20220003000,04,6
T20220017905,A,2
T20230016866,02,0
T20220008560,A,0
T20190017164,B,4
T20230012220,01,4
T20200010304,A,1
T20210001988,A,0
T20220015771,A,1
T20130024350,A,0
T20220003148,A,0
T20220003148,B,2
T20220003148,01,2
T20190003224,A,4
T20190003224,B,1
T20220018529,02,2
T20220018529,01,0
T20230007535,B,2
T20170012441,B,0
T20120025468,A,2
T20210022455,A,0
T20210018333,A,6
T20210002614,01,1
T20210022455,B,2
T20200022012,B,0
T20200022012,A,2
T20230019988,A,0
T20230019988,B,2
T20210002614,B,4
T20220017873,A,2
T20210026580,02,2
T20210026580,B,2
T20210015066,A,1
T20220011599,B,2
T20220011599,01,0
T20220027895,A,3
T20200008543,A,0
T20200008543,B,0
T20230026370,A,0
T20190021530,A,0
T20230015758,02,2
T20210010081,A,1
T20230013581,02,3
T20230013581,03,6
T20230013581,04,6
T20230013581,B,3
T20230013581,A,1
T20240001507,A,2
T20230013640,A,2
T20230013640,01,2
T20230013640,B,2
T20230013640,02,0
T20230013321,A,2
T20230013321,B,2
T20230013321,01,0
T20230013515,B,6
T20230013515,A,4
T20210024237,B,2
T20220021851,03,1
T20220015596,01,0
T20220016523,01,2
T20220011135,A,0
T20230008193,01,0
T20230029655,B,2
T20230001003,A,2
T20210011573,01,1
T20210011573,02,1
T20230019407,01,2
T20220024588,A,2
T20220025020,A,1
T20220001762,A,0
T20220025561,A,2
T20220021802,B,0
T20200022724,A,1
T20200022796,A,3
T20200022796,01,3
T20200022762,A,4
T20200022762,B,1
T20240008837,A,2
T20240008837,B,0
T20210000910,01,6
T20210000910,A,4
T20210000910,B,6
T20240003352,B,3
T20190001095,B,1
T20230008806,B,2
T20230008806,A,0
T20230019689,A,0
T20230019689,B,2
T20230027030,A,2
T20230027030,B,2
T20230027030,01,0
T20230029477,B,2
T20230029477,A,0
T20230028562,A,0
T20190024846,A,0
T20230029655,01,2
T20180018217,B,1
T20170024410,02,1
T20230027152,01,0
T20220027102,A,2
T20240002654,01,1
T20230018876,B,2
T20240003262,02,0
T20230025642,A,2
T20230027361,B,0
T20230027361,A,2
T20230013917,A,4
T20220015669,A,6
T20220015669,B,4
T20230024875,04,6
T20190022918,B,2
T20230026368,A,2
T20220017098,A,6
T20220017098,B,4
T20180023688,B,2
T20230025496,B,2
T20220012361,B,0
T20230027801,A,0
T20200003172,A,1
T20220005006,A,2
T20200008776,A,1
T20230007971,A,2
T20220003828,B,2
T20220005006,01,0
T20220005792,A,4
T20230018893,02,0
T20210026754,B,0
T20210026754,01,0
T20220003828,A,0
T20220000895,A,0
T20210025487,A,2
T20210014374,B,3
T20220001209,A,1
T20220013893,01,2
T20220013893,A,2
T20210026754,A,2
T20210019303,A,0
T20220003000,B,6
T20220003000,01,4
T20190007412,A,0
T20190007412,B,2
T20190007412,01,0
T20240002944,02,2
T20220019904,B,6
T20230016402,A,0
T20230016402,B,2
T20230008398,B,0
T20240016394,A,0
T20240016394,B,2
T20230029132,B,2
T20230029132,A,0
T20170015845,01,3
T20230027242,A,4
T20240009885,A,2
T20240009303,A,0
T20230001555,A,0
T20230001555,B,2
T20230013145,A,4
T20230013145,B,1
T20230016213,A,2
T20230008611,01,2
T20230002801,B,2
T20230008611,A,2
T20230015096,A,4
T20230011710,A,1
T20230028082,A,4
T20230015981,A,2
T20230008193,B,0
T20170014244,01,3
T20170014244,A,3
T20170014244,02,3
T20220025249,02,2
T20220025249,B,2
T20220025249,A,0
T20230014069,A,4
T20190007585,A,0
T20230004955,03,2
T20220012082,A,2
T20220012082,B,0
T20230021635,A,0
T20190001095,01,1
T20210012311,B,1
T20210012311,A,4
T20210011427,A,4
T20120023452,A,4
T20120013591,B,1
T20220017469,A,1
T20230015121,01,1
T20220011495,A,2
T20230019703,A,2
T20210006626,04,1
T20220015200,B,6
T20220013604,A,0
T20240018587,01,2
T20220024535,01,0
T20220002670,B,4
T20230029056,A,0
T20230009430,B,0
T20220022440,A,1
T20220022440,B,4
T20220023390,A,0
T20220023390,B,2
T20220023390,01,2
T20220019678,A,0
T20210015194,B,2
T20220011699,01,0
T20220011699,B,2
T20220011699,A,0
T20230029969,B,4
T20220015708,A,2
T20230019234,A,2
T20230007724,A,6
T20220005984,B,0
T20220005984,A,2
T20230003230,A,6
T20200023431,B,2
T20220024156,A,0
T20210025891,01,2
T20120014107,A,2
T20210019326,A,4
T20210019326,B,1
T20210012713,A,0
T20210012713,B,0
T20240004053,A,0
T20230016423,01,0
T20190011407,A,6
T20210007234,A,2
T20210007234,B,0
T20210026716,A,0
T20230025819,B,2
T20230025819,01,2
T20220010246,01,2
T20120024410,A,0
T20210013624,A,1
T20180018774,B,1
T20180018774,A,1
T20200022046,A,0
T20210016315,A,4
T20230025819,A,0
T20220020096,A,2
T20220010650,B,2
T20180004826,B,3
T20160006416,01,2
T20190014590,01,3
T20220018479,A,1
T20220013181,B,2
T20220020096,01,2
T20160006416,A,0
T20160006416,B,0
T20230026152,B,2
T20220019614,B,0
T20220016700,A,0
T20210016903,A,2
T20230021635,B,2
T20230023182,B,0
T20230023182,B,0
T20200003759,A,0
T20230026967,A,0
T20230027067,A,0
T20230027067,B,2
T20230028860,B,1
T20220028553,A,1
T20220028553,01,4
T20220028553,B,1
T20230025775,B,0
T20230024875,B,1
T20230023453,01,0
T20220010290,A,1
T20220010290,B,4
T20210003947,B,2
T20230019346,01,0
T20240009867,01,2
T20240016083,A,0
T20230028818,B,2
T20230028818,A,0
T20230028818,01,2
T20220027662,01,2
T20220027662,A,2
T20220027662,B,0
T20210003434,B,1
T20180000549,03,3
T20230020835,B,2
T20220001750,B,1
T20230027887,A,0
T20240004652,A,0
T20230026857,A,2
T20230026857,B,0
T20230021233,A,2
T20230000325,A,2
T20170009062,A,4
T20220020064,A,1
T20200023431,01,2
T20220002342,A,0
T20230007432,B,0
T20230000355,B,2
T20230000355,A,0
T20220024156,01,2
T20220026345,B,2
T20140013012,01,0
T20140013012,B,2
T20140013012,A,0
T20220003390,B,1
T20230009657,A,1
T20230004842,A,1
T20210016111,01,0
T20230004842,B,4
T20210025316,A,0
T20210025317,B,1
T20210025911,A,2
T20210025373,B,0
T20210025692,A,0
T20210025692,B,2
T20210025890,01,6
T20210025291,01,6
T20210025291,A,4
T20210025291,B,1
T20220024712,B,1
T20230006189,B,2
T20240000524,B,0
T20180005238,A,6
T20230004815,B,0
T20210025338,A,4
T20230004815,A,2
T20210025353,B,2
T20210025353,A,2
T20220006396,B,2
T20210024836,03,6
T20210024836,A,6
T20230013786,A,0
T20220010733,A,0
T20220010733,B,2
T20210013057,A,2
T20230027780,B,1
T20230029687,A,3
T20230029687,01,3
T20230020835,01,0
T20220008236,A,4
T20220008236,B,1
T20230020644,A,0
T20240009448,A,1
T20240005135,A,2
T20230006544,A,0
T20220011821,A,0
T20220023334,A,2
T20240004960,A,0
T20230029281,B,2
T20230029281,A,0
T20240002527,01,1
T20220008785,A,0
T20170021534,01,0
T20170021534,A,0
T20170021534,B,0
T20220027195,A,0
T20220027195,B,2
T20230023224,A,4
T20230021233,B,0
T20230018893,01,0
T20240015267,02,0
T20230013568,B,3
T20230013568,A,3
T20240009763,A,0
T20230018893,04,0
T20180008497,A,4
T20210006592,B,2
T20220015547,A,2
T20210024971,B,4
T20180008497,03,1
T20180008497,01,6
T20220004664,02,0
T20220004664,01,0
T20220004664,A,2
T20220024341,01,0
T20170002231,01,2
T20170002231,B,0
T20170002231,A,2
T20170002231,02,0
T20190011736,B,4
T20210018761,B,4
T20200013091,A,1
T20190015836,B,4
T20170010997,B,4
T20180014940,B,0
T20220010765,A,0
T20230029169,A,2
T20230022174,A,0
T20230030158,B,2
T20230030158,A,0
T20230029070,B,2
T20230029070,A,0
T20240008342,02,0
T20230029029,B,0
T20240006241,B,3
T20230016889,B,2
T20230016889,A,2
T20230023989,A,0
T20220003400,A,2
T20210020122,A,0
T20220004317,A,0
T20230008456,B,0
T20240003137,A,2
T20230024668,B,2
T20230024668,A,0
T20200007229,A,1
T20230025333,A,0
T20230003331,B,2
T20220029653,A,0
T20220029653,01,2
T20220029653,03,0
T20220029653,02,0
T20220029653,B,0
T20220029653,05,0
T20220029653,06,0
T20220029653,04,0
T20230026097,02,6
T20230026097,01,6
T20230026097,A,6
T20230026097,B,4
T20230012102,A,2
T20230020835,A,2
T20230021074,A,0
T20230021074,B,2
T20210024557,A,4
T20210024557,B,1
T20210024998,A,2
T20210024998,B,0
T20230003738,B,2
T20230003738,A,0
T20210024798,01,0
T20210024798,B,0
T20210024798,A,0
T20200018882,B,0
T20200018882,A,2
T20180006578,A,0
T20210006845,B,2
T20210006845,02,2
T20210006845,01,0
T20210001610,A,2
T20210024648,B,1
T20210024648,A,4
T20210025015,01,2
T20210025015,02,0
T20210025015,B,0
T20210024540,B,4
T20210024540,A,1
T20210024461,A,2
T20210026584,B,0
T20210026584,A,2
T20210024738,A,6
T20210024738,B,3
T20210024738,01,3
T20210024933,B,1
T20210024933,A,4
T20210024811,B,0
T20210024811,A,0
T20210025027,A,0
T20230025993,A,2
T20240001910,A,1
T20240001910,B,4
T20140024210,01,0
T20240015083,B,2
T20240015083,A,0
T20230030678,A,0
T20160002891,B,3
T20160002891,02,3
T20200009751,B,2
T20220000053,A,1
T20190003481,B,4
T20190003481,A,1
T20230024501,B,4
T20230013324,A,1
T20230015116,02,0
T20240006910,B,0
T20200006659,B,2
T20230012276,02,2
T20210009605,A,4
T20230012276,B,2
T20230012276,A,2
T20230018562,B,2
T20200004193,A,0
T20220021256,A,2
T20210016177,A,4
T20210016177,B,1
T20150004781,B,4
T20220010765,B,0
T20220005263,A,4
T20200020903,A,0
T20200020903,B,2
T20230011831,05,0
T20170022398,B,4
T20170022398,A,1
T20120001952,B,0
T20120018297,01,1
T20210024962,B,3
T20220011827,B,0
T20190005739,A,2
T20220026406,B,2
T20220026406,A,0
T20230013117,B,2
T20190005739,B,0
T20210024005,B,4
T20190005739,01,2
T20240006954,B,0
T20120024531,A,1
T20210023550,B,4
T20210023072,B,1
T20210023072,A,4
T20190016057,B,1
T20220025219,01,2
T20150005378,B,2
T20150005378,A,0
T20240011201,B,2
T20210025027,B,0
T20210026896,A,2
T20210026896,01,2
T20210024434,A,1
T20210024434,02,6
T20210026395,02,0
T20210026395,A,0
T20210026395,B,0
T20210026395,01,0
T20210025939,A,2
T20210025939,B,0
T20210025939,01,2
T20210025939,02,2
T20230004682,A,1
T20230004682,B,4
T20230021251,B,0
T20130005185,A,2
T20180024498,B,0
T20230016170,B,3
T20210026763,01,6
T20210026763,03,3
T20210026763,04,3
T20210026763,A,6
T20210026763,B,6
T20210026763,02,6
T20220023791,B,0
T20230006913,B,3
T20230006913,03,6
T20220001237,A,0
T20220000094,A,2
T20220000094,B,0
T20220006634,02,3
T20210026760,A,4
T20210026760,B,1
T20180014739,01,0
T20220021256,B,0
T20200004960,A,0
T20200004960,B,2
T20230009570,A,1
T20170008795,A,0
T20130015485,A,4
T20230024790,B,2
T20230024790,A,0
T20220028535,A,2
T20210004005,B,2
T20210004005,A,0
T20230006638,A,2
T20230006638,B,0
T20210005873,A,2
T20210005873,B,0
T20230014552,01,6
T20230023218,B,0
T20230014668,A,1
T20230014701,B,1
T20230004441,B,2
T20230004441,A,0
T20240015318,B,1
T20230019956,B,2
T20240008159,A,0
T20230020462,B,0
T20120027337,B,2
T20210019359,A,4
T20230026550,A,0
T20240010797,B,1
T20230029576,A,4
T20190005517,A,0
T20190005517,B,0
T20130001378,A,2
T20220017623,A,5
T20220017623,B,5
T20220004398,01,2
T20180022212,A,0
T20190000583,A,0
T20190000583,B,2
T20220017623,01,5
T20220017623,02,5
T20220017623,03,5
T20220010754,02,3
T20120004887,A,0
T20220008794,A,2
T20220008794,B,0
T20220013208,B,2
T20200006743,B,4
T20200006743,A,1
T20240015591,A,0
T20220027334,B,1
T20220013251,B,1
T20220022638,A,2
T20190022952,A,2
T20220012050,A,0
T20220012050,B,2
T20210012712,A,1
T20210012712,B,4
T20210012436,B,6
T20190023094,A,1
T20220009952,A,2
T20220009952,B,0
T20220013251,01,6
T20120003908,01,0
T20220005925,A,2
T20220005925,B,0
T20220029444,01,0
T20220029444,B,2
T20230023516,A,2
T20210026912,01,1
T20210026912,02,6
T20210026912,03,1
T20210026912,A,4
T20210026912,B,1
T20210026757,B,4
T20210026757,A,1
T20230026316,B,0
T20230026316,A,2
T20240002650,B,1
T20220000092,B,1
T20220027112,B,1
T20220019697,A,2
T20220019697,B,0
T20210014906,B,4
T20220027075,B,2
T20220027075,A,0
T20230011982,A,0
T20230005497,A,2
T20220000995,A,4
T20220000995,B,1
T20220000995,01,1
T20220022638,B,0
T20220000678,A,1
T20230017676,01,4
T20230015858,A,4
T20220000163,A,4
T20230026550,02,2
T20230024243,A,0
T20230015116,03,0
T20230015116,A,2
T20220014613,A,0
T20210023859,B,0
T20190021010,A,0
T20190021010,B,2
T20220014918,A,2
T20210023687,B,2
T20150021404,B,2
T20170013089,B,2
T20220015810,A,2
T20220015810,B,0
T20230024849,A,0
T20230010039,A,2
T20230014744,B,2
T20230017113,A,1
T20230024849,B,2
T20230010283,01,0
T20230017113,B,4
T20230024977,A,2
T20230015336,B,0
T20230021218,03,6
T20230010283,B,2
T20230004481,A,2
T20230020964,A,4
T20230020964,B,6
T20230009626,A,2
T20230004481,B,0
T20240012225,B,6
T20230022040,B,2
T20220025143,02,1
T20230022014,A,0
T20230022014,B,2
T20240006918,B,2
T20230023386,B,2
T20230023386,01,0
T20230023828,B,0
T20230022040,A,0
T20230019293,A,0
T20230006542,01,0
T20230006542,A,2
T20230006443,B,3
T20230006443,A,3
T20230006217,01,2
T20240016144,A,1
T20230006965,A,0
T20230006541,A,2
T20230006541,B,0
T20230006221,A,6
T20230006221,B,4
T20220023061,A,0
T20220023061,B,2
T20220023988,A,2
T20220023988,B,0
T20210012983,01,1
T20210012983,A,4
T20190022288,A,1
T20220000163,B,6
T20220000163,01,6
T20220000680,A,1
T20220000680,B,6
T20220000680,02,6
T20220000680,03,4
T20220000441,A,1
T20200006097,B,1
T20220001264,B,2
T20220001264,A,0
T20220001342,A,2
T20220001401,A,6
T20220001401,B,4
T20150004395,A,4
T20150004395,B,1
T20210023065,B,3
T20210023065,B,3
T20220001133,A,1
T20220003069,A,2
T20220003059,A,3
T20220003334,B,0
T20220003334,03,0
T20220019643,B,2
T20210016668,B,2
T20220002321,B,0
T20220022683,B,2
T20200015674,01,2
T20230008685,A,0
T20220022683,01,0
T20220022683,04,2
T20220002347,B,1
T20220022683,03,0
T20220022683,A,2
