ACCIDENT_NO,PERSON_ID,cluster
T20160023900,A,0
T20160023900,B,2
T20220011829,B,2
T20160020640,A,2
T20120017309,B,2
T20190019512,B,2
T20190003312,B,2
T20160023088,A,0
T20160023088,B,2
T20160023744,A,0
T20160023744,B,2
T20160021795,A,2
T20160021795,B,0
T20160011816,A,0
T20160018561,A,2
T20160018561,B,0
T20160018131,A,6
T20160019470,A,1
T20160019470,B,1
T20240012852,B,0
T20160018923,02,0
T20160018923,B,2
T20160018923,01,0
T20160018631,A,2
T20160018631,B,0
T20230003472,B,2
T20160016807,A,1
T20160016807,B,1
T20160017238,01,0
T20160017238,03,0
T20160017238,B,0
T20160017238,02,0
T20160017238,04,0
T20160017238,A,2
T20200016891,A,2
T20160018910,A,0
T20160018910,01,2
T20160018910,B,2
T20160015346,A,0
T20160010506,B,0
T20160010506,A,0
T20160018123,01,0
T20160018123,02,2
T20160018123,A,2
T20160018123,B,0
T20220012939,A,0
T20160019486,A,0
T20160019486,B,2
T20160019499,01,0
T20160019499,A,2
T20160019499,B,2
T20160019503,A,0
T20160019503,B,2
T20160011234,A,2
T20160011234,B,0
T20160009136,B,1
T20160010435,A,0
T20160010435,B,2
T20160011300,A,1
T20160014035,01,2
T20160011343,A,1
T20160011335,A,2
T20160011335,B,0
T20160011342,A,1
T20160009775,B,0
T20160009775,A,0
T20160009219,01,1
T20160009219,02,1
T20160009219,A,6
T20160009219,B,6
T20160007007,B,2
T20160011362,01,0
T20160011362,A,2
T20160011362,B,2
T20160017242,01,0
T20160010312,A,4
T20160010312,B,1
T20160010616,A,0
T20190010051,B,4
T20160011373,B,2
T20170000526,B,0
T20160024872,A,3
T20160024872,B,3
T20170000102,B,0
T20220008387,B,0
T20160023318,A,4
T20170000476,01,0
T20170000476,A,0
T20170000463,A,2
T20170000463,B,0
T20140002406,01,1
T20140002406,01,1
T20160027379,B,2
T20160027379,A,0
T20220013602,A,0
T20160025435,B,0
T20160025435,A,0
T20170000580,01,0
T20170000580,A,2
T20170000580,B,2
T20170000163,A,1
T20170000163,B,4
T20160022218,A,1
T20160021373,01,0
T20160021373,A,2
T20160021373,B,2
T20160014284,01,6
T20160014284,02,6
T20160014284,03,3
T20160014284,04,1
T20160014284,05,1
T20160014284,A,1
T20160014284,B,3
T20160021444,A,1
T20160021444,B,6
T20160020726,01,2
T20160020726,A,0
T20160020726,B,2
T20160018813,B,2
T20160018813,A,0
T20160017499,A,2
T20160017499,B,0
T20160021310,01,1
T20160021310,B,1
T20160021310,C,4
T20160021391,01,2
T20160021391,A,0
T20160021391,B,2
T20160020519,A,0
T20160020519,B,2
T20160021424,A,2
T20160021424,B,0
T20160020925,A,2
T20160020925,B,0
T20160021475,A,2
T20160021233,A,2
T20160021353,01,4
T20240003439,A,2
T20160014680,A,0
T20160014680,B,0
T20160012652,B,2
T20210024599,A,2
T20120024673,B,0
T20160013189,01,1
T20160013189,A,4
T20160013189,B,6
T20160009931,A,0
T20160009931,B,2
T20160014929,A,2
T20160014929,B,0
T20160014324,A,0
T20160013051,A,1
T20160013051,B,1
T20160014866,A,0
T20160014866,B,2
T20160002799,01,0
T20160002799,A,2
T20160002799,B,2
T20150008621,A,0
T20150008621,B,2
T20160013257,A,0
T20160013257,B,0
T20160014961,A,2
T20160014961,01,0
T20160014961,02,0
T20160014961,B,2
T20160014966,A,2
T20160014966,B,0
T20160012445,01,6
T20160012445,02,3
T20160012445,03,3
T20160012445,A,1
T20160012445,B,1
T20160023557,A,2
T20160023557,B,0
T20160023911,A,0
T20160023911,B,2
T20160023405,01,2
T20160023405,A,2
T20230029786,01,2
T20230029786,A,0
T20160023083,A,0
T20160023083,B,2
T20180006478,02,1
T20160023904,01,0
T20160023904,A,0
T20160023904,B,0
T20160017614,01,6
T20160017614,A,3
T20160017614,B,3
T20160021765,B,2
T20160023643,A,0
T20160023643,B,2
T20160021794,A,0
T20160021794,B,2
T20160023820,A,0
T20160023820,B,2
T20160013893,B,0
T20160022243,B,2
T20160022243,A,0
T20160021765,A,0
T20160014438,01,1
T20160014438,A,1
T20160014438,B,1
T20160018820,B,2
T20160018820,A,0
T20160019059,01,3
T20160019059,A,1
T20160019059,B,3
T20160019436,A,0
T20160019436,B,2
T20160019459,A,2
T20160019459,B,0
T20160016980,01,1
T20160016980,A,1
T20160016980,B,4
T20160019286,B,2
T20160019286,01,0
T20160019286,A,2
T20160018844,01,6
T20160019500,B,2
T20180015333,03,0
T20180015333,B,0
T20160019516,A,0
T20160019516,B,2
T20160019037,A,0
T20160019037,B,2
T20160018329,A,2
T20160018329,B,0
T20160017062,A,1
T20160019365,A,2
T20160019365,B,0
T20160011373,01,2
T20160011373,02,2
T20160011373,A,0
T20160011307,B,6
T20180023497,B,4
T20200019563,B,1
T20160004567,A,2
T20160004567,B,0
T20160011332,A,1
T20160011332,B,4
T20160010988,B,0
T20160010988,A,0
T20160010988,01,2
T20160008706,A,2
T20160008706,B,0
T20160011377,A,1
T20160011377,B,4
T20160010749,A,0
T20230028130,A,2
T20160011406,A,2
T20160011416,A,0
T20160008757,B,0
T20160011369,A,2
T20160001348,A,2
T20160001348,B,0
T20160006720,01,1
T20160006720,A,1
T20160006720,B,1
T20200002832,04,3
T20160006709,B,2
T20220003479,01,2
T20190020607,A,2
T20160006819,A,1
T20160006819,B,1
T20170004131,A,4
T20170004131,B,1
T20200022942,B,3
T20170001222,B,0
T20210008385,A,1
T20170004295,A,2
T20170004295,B,0
T20170004464,A,1
T20170004464,B,4
T20190011404,A,0
T20170004400,A,0
T20170004400,B,2
T20200022364,A,0
T20160011369,B,0
T20160010912,A,2
T20160010912,B,0
T20160011395,A,1
T20160011281,A,0
T20160011281,B,0
T20160010806,A,0
T20160010806,B,2
T20200008805,A,0
T20200008692,B,2
T20200023568,01,6
T20160011341,A,0
T20160011341,B,0
T20160011386,A,0
T20160010606,01,2
T20160010606,02,2
T20160010606,A,0
T20160010606,B,2
T20160010442,A,0
T20160010442,B,2
T20160006134,A,0
T20160010974,A,1
T20160010974,B,1
T20160005744,B,2
T20160005744,A,2
T20160005744,01,0
T20160011286,A,0
T20160011286,B,2
T20160011344,A,1
T20160011344,B,4
T20160009366,B,2
T20160009366,A,0
T20160006928,A,0
T20160006928,B,2
T20160011109,A,0
T20160011109,B,2
T20160011455,A,3
T20160011455,B,3
T20160006278,A,0
T20160006278,B,2
T20160022218,B,1
T20210008684,01,2
T20160020701,A,0
T20170024379,A,0
T20230003128,A,0
T20160027882,A,0
T20160027464,B,0
T20210008684,A,2
T20210007530,A,2
T20160027209,01,4
T20160027209,A,6
T20160027209,B,1
T20160024861,A,4
T20160024861,B,1
T20210007530,B,2
T20210007530,01,0
T20170003968,A,2
T20170003968,B,0
T20170000985,B,2
T20170000620,A,2
T20170000620,01,0
T20170000620,B,0
T20170000620,02,2
T20170000556,A,1
T20170000556,B,1
T20170000417,B,2
T20170000417,A,0
T20170000079,01,2
T20170000079,A,2
T20170000079,B,0
T20210012731,A,1
T20210022194,B,0
T20210019614,C,2
T20210003720,A,0
T20210004521,A,6
T20160024627,A,4
T20170000516,A,2
T20170000516,01,2
T20170000516,02,2
T20170000516,B,0
T20170000432,B,2
T20170001831,A,4
T20170001831,B,1
T20180016309,A,0
T20170004565,A,0
T20170004565,B,2
T20170004524,01,0
T20170004524,02,0
T20170004524,A,0
T20170004524,B,2
T20210022248,A,2
T20170004582,A,0
T20170004582,B,2
T20170003331,01,0
T20170003331,02,0
T20170003331,A,2
T20170003331,B,2
T20160019354,C,1
T20170003601,A,0
T20170003601,B,2
T20170004040,A,2
T20170004040,B,0
T20160027615,A,4
T20160027615,B,1
T20170004659,A,2
T20230021837,02,2
T20170004560,01,0
T20170004560,A,2
T20170004560,B,2
T20160022436,A,0
T20160022436,B,0
T20160020260,B,1
T20240012974,B,0
T20160023998,A,0
T20160023998,B,2
T20160022347,01,0
T20160022347,B,0
T20160024027,01,0
T20160024027,A,2
T20160024027,B,0
T20160023866,A,0
T20160023866,02,0
T20160024531,B,1
T20160021013,C,4
T20160021869,01,0
T20160021869,A,2
T20160021869,B,0
T20160024052,01,0
T20160024052,B,0
T20220017029,A,0
T20220026237,B,2
T20160020896,01,3
T20160020896,02,3
T20160020896,A,3
T20160020896,B,3
T20160022580,01,3
T20160022580,A,3
T20160022580,B,3
T20160023928,A,0
T20160024036,A,0
T20160021353,A,1
T20160021353,B,1
T20160021439,A,0
T20160021439,B,2
T20160012643,A,2
T20160020776,A,0
T20160020776,B,2
T20160021497,A,1
T20160021497,B,4
T20160021497,01,6
T20160021033,01,2
T20160021033,A,2
T20160021033,B,0
T20160024968,A,4
T20160024968,B,1
T20160020535,B,2
T20160020535,02,0
T20160020535,03,2
T20160020535,A,0
T20160020718,A,2
T20160020718,B,0
T20230002554,B,2
T20160021428,02,1
T20160021428,A,1
T20160021428,B,4
T20160010758,B,1
T20160021370,01,0
T20160021370,A,2
T20160021370,B,0
T20160019473,A,0
T20160021470,01,6
T20160021470,A,4
T20160021470,B,1
T20160021365,A,2
T20160021365,B,0
T20160013426,01,0
T20160013426,02,0
T20160013426,A,2
T20160013426,B,0
T20230012803,A,4
T20160014451,A,0
T20160014451,B,2
T20160018877,A,6
T20160018877,B,4
T20160005720,B,2
T20160005720,A,0
T20160009542,A,0
T20160009542,B,2
T20160014126,A,2
T20160014126,B,0
T20160011937,A,0
T20160011937,B,2
T20160013235,A,0
T20160013235,B,2
T20160012930,A,1
T20160012930,B,1
T20160011410,02,2
T20160011410,01,2
T20160014493,B,2
T20160009140,01,0
T20160009140,B,2
T20160015038,A,0
T20160015038,A,0
T20160015038,B,0
T20160015038,B,0
T20160014761,A,0
T20160016170,01,3
T20160016170,A,3
T20160016170,B,3
T20190017995,B,4
T20160019311,01,1
T20160019311,A,1
T20160019311,B,4
T20160019585,A,0
T20160019585,B,2
T20160019588,A,2
T20160019588,B,0
T20160019105,A,1
T20160019105,B,4
T20200002533,A,4
T20210014773,01,0
T20220015760,A,6
T20160019549,01,2
T20160019549,A,2
T20160019549,B,0
T20160019594,A,1
T20160019594,B,1
T20240006880,B,2
T20230006552,B,2
T20160018710,A,0
T20160015507,01,2
T20160015507,02,2
T20160015507,A,2
T20160015507,B,0
T20160019027,01,0
T20160019027,A,0
T20160019027,B,2
T20160019540,B,0
T20160019540,01,0
T20160019540,A,2
T20160019624,01,0
T20160019624,A,2
T20160019624,B,2
T20150020280,01,0
T20150020280,02,2
T20150020280,A,2
T20150020280,B,2
T20160019508,A,2
T20160011449,A,1
T20160011449,01,3
T20160011449,B,3
T20160011409,A,0
T20160011409,B,0
T20160002332,01,1
T20160002332,A,1
T20160002332,B,1
T20160012441,A,0
T20160015619,01,6
T20220014342,01,5
T20230003401,01,1
T20160016372,A,0
T20160016372,B,2
T20160011127,A,4
T20160011127,B,1
T20160006404,A,0
T20160006404,B,2
T20160011415,A,1
T20160009148,B,1
T20240010870,B,2
T20170000645,A,1
T20170000645,B,1
T20170000618,A,1
T20170000642,A,0
T20170000642,B,2
T20170000669,A,1
T20170000669,B,4
T20170000661,01,1
T20170000661,A,1
T20170000661,B,1
T20160028014,01,2
T20160028014,A,0
T20170000535,A,0
T20170000687,B,2
T20170000687,A,0
T20170000687,01,2
T20160027426,B,2
T20160027426,A,0
T20170000293,B,1
T20160026477,A,4
T20160026477,B,1
T20170000704,A,1
T20170000704,B,4
T20170000818,A,2
T20170000818,B,0
T20180024206,B,6
T20170007433,A,0
T20160020963,A,1
T20170003408,01,0
T20170003408,B,0
T20160026775,A,1
T20170000485,01,1
T20170000485,02,6
T20170000485,A,6
T20170000485,B,4
T20170000685,A,2
T20170000423,A,0
T20170000423,B,2
T20170001082,01,1
T20170001082,02,1
T20170001082,A,6
T20170001082,B,1
T20170002119,A,2
T20170002119,B,2
T20170002119,01,0
T20170002027,01,0
T20170002027,A,0
T20170002027,B,0
T20170003396,01,0
T20170003396,A,2
T20170003396,B,2
T20160022162,A,3
T20160022162,B,3
T20170004603,A,0
T20170004603,B,2
T20210002050,B,2
T20170001295,01,0
T20160023023,01,6
T20160023023,A,1
T20160023023,B,4
T20170004643,A,0
T20170004643,B,2
T20160027132,A,2
T20160027132,B,0
T20170002183,A,2
T20170002183,B,0
T20170004199,A,1
T20170004199,B,6
T20160022689,01,4
T20160022689,B,6
T20160022913,01,1
T20160015688,01,2
T20160015688,B,2
T20160021001,B,2
T20160021001,A,0
T20220025258,B,0
T20230002464,01,1
T20160020752,B,2
T20160017417,A,4
T20160017417,B,1
T20160023823,01,1
T20160023823,A,4
T20160023823,B,1
T20220009235,B,1
T20190008123,B,1
T20160023208,B,2
T20160023208,A,2
T20160023208,02,0
T20160023208,01,2
T20160023974,A,2
T20160023974,B,0
T20160024123,A,0
T20160024123,B,0
T20160024112,01,0
T20160024112,A,2
T20160024112,B,2
T20190012066,B,0
T20160022533,A,6
T20160022533,B,4
T20160021329,01,3
T20160021329,A,3
T20160021329,B,3
T20160021527,A,0
T20160021527,B,2
T20190020718,B,0
T20160021507,01,6
T20160021507,A,6
T20160021507,B,1
T20160018085,A,1
T20160021538,A,4
T20160021538,01,6
T20160021538,B,6
T20160021493,A,4
T20160021493,B,1
T20160021403,B,2
T20160021403,A,0
T20160009254,B,0
T20160018785,B,1
T20160018196,B,4
T20160018196,A,1
T20160021551,A,3
T20160021551,B,3
T20160021564,B,2
T20160021475,B,0
T20160021347,B,1
T20160021347,B,1
T20160021561,A,0
T20160021561,B,2
T20160028001,A,2
T20160014761,B,0
T20160014960,01,1
T20160014960,02,6
T20160014960,03,1
T20160014960,A,1
T20160014960,B,4
T20160014959,A,1
T20160014959,B,4
T20160011835,01,2
T20160011835,A,2
T20160011835,B,0
T20160015062,02,2
T20160015062,A,0
T20160015062,B,2
T20160015062,01,0
T20160014719,01,3
T20160014719,A,1
T20160014719,B,3
T20160012810,A,0
T20160012810,B,2
T20160008481,A,0
T20160008481,B,2
T20160015092,A,2
T20160015065,01,2
T20160015065,02,2
T20160015065,03,0
T20160015065,04,0
T20160015065,A,2
T20160015065,B,0
T20160011443,A,2
T20160011443,B,0
T20160012987,A,1
T20160012987,B,1
T20160014282,01,2
T20160014282,A,2
T20160014282,B,0
T20160014939,A,0
T20160014939,B,2
T20160015016,01,0
T20160015016,A,2
T20160015016,B,2
T20160015027,01,0
T20160015027,02,2
T20160019129,01,2
T20160019129,A,0
T20160016507,A,0
T20160016507,B,2
T20160018800,A,2
T20160019542,01,1
T20160019542,02,6
T20160019542,A,1
T20160019542,B,1
T20160016888,A,1
T20170014786,A,1
T20170014786,B,4
T20160019134,A,2
T20160019134,01,2
T20160019134,B,0
T20160012055,01,0
T20160012055,A,2
T20160012055,B,2
T20120006293,A,0
T20120006293,B,2
T20160016866,01,2
T20160016866,A,0
T20160016866,B,2
T20190014381,B,0
T20160017491,B,0
T20160017491,A,2
T20160017491,01,0
T20160019465,A,2
T20160019465,01,0
T20160000749,01,1
T20160017996,A,2
T20160019167,A,1
T20160019167,B,1
T20160018555,A,0
T20160018555,B,2
T20160011982,A,0
T20160011982,B,2
T20160016940,B,6
T20160019650,A,0
T20160019650,B,2
T20230009598,A,2
T20160016735,A,2
T20160008445,B,1
T20160011477,A,2
T20160011477,B,0
T20160011310,A,6
T20160011479,01,2
T20160011479,A,2
T20160011479,B,0
T20160011487,A,0
T20160011487,B,2
T20160010635,A,1
T20160010635,B,1
T20160010635,01,1
T20160011484,A,4
T20160011484,B,1
T20150015595,B,0
T20150015595,A,2
T20150017522,01,0
T20150017522,02,0
T20150017522,A,2
T20150017522,B,2
T20160011489,01,2
T20160011489,02,2
T20160011489,A,0
T20160011489,B,0
T20160002623,B,1
T20180019313,B,0
T20160008641,A,0
T20160008641,B,2
T20160008928,C,1
T20160011111,A,1
T20160011111,B,4
T20180005937,A,2
T20190017191,01,0
T20160010839,A,0
T20170000768,A,4
T20170000768,B,1
T20170000462,A,2
T20160028159,B,1
T20160025483,A,4
T20160025483,B,6
T20200022493,A,4
T20170000233,01,1
T20170000233,02,6
T20170000233,03,6
T20170000233,A,1
T20170000233,B,4
T20170000465,01,2
T20170000465,02,2
T20170000465,03,2
T20170000465,A,0
T20170000465,B,0
T20160028028,A,2
T20160028028,B,2
T20160028028,01,0
T20160028028,02,0
T20160028028,03,0
T20160028028,04,0
T20160028028,05,2
T20160028028,06,0
T20210020931,B,0
T20170020930,B,0
T20160025083,01,3
T20170000471,A,0
T20170000471,B,2
T20170004677,A,4
T20170004677,A,4
T20170004677,B,1
T20170004677,B,1
T20170004149,A,2
T20170004135,A,4
T20170004135,B,1
T20170004159,A,0
T20170004159,B,0
T20170004742,01,2
T20170004742,A,2
T20170004742,B,0
T20170004709,A,0
T20170004709,B,2
T20160028074,01,0
T20170001112,A,2
T20170001112,B,0
T20170003954,01,1
T20170003954,A,4
T20170003954,B,1
T20170004594,01,2
T20170004594,02,2
T20170004594,A,0
T20170004594,B,2
T20170003598,A,1
T20170003598,B,1
T20170001422,A,4
T20170001422,B,6
T20170004695,01,2
T20170004695,A,2
T20170004667,A,1
T20170004667,B,1
T20170004667,01,6
T20170004760,A,2
T20170004760,B,0
T20170004397,A,2
T20170004765,A,2
T20170004727,A,0
T20210020931,A,2
T20210015218,A,2
T20160017275,A,2
T20160017275,B,0
T20160021558,A,0
T20160021480,A,4
T20170007851,02,3
T20160020317,01,2
T20160020317,A,0
T20160020317,B,2
T20160021355,B,1
T20160021355,B,1
T20160021174,A,0
T20160021174,B,0
T20160021625,A,0
T20160021625,B,2
T20160021536,A,0
T20160021536,B,2
T20160021544,A,4
T20160021544,A,4
T20160021544,B,1
T20160021544,B,1
T20160021389,B,1
T20160021389,B,1
T20160016105,B,2
T20160017611,B,1
T20180010875,01,2
T20160023795,A,2
T20160023795,B,0
T20160023342,A,0
T20160023342,B,2
T20160023342,01,2
T20160023355,B,3
T20160023355,01,1
T20160023355,A,3
T20160023842,A,3
T20160023842,B,3
T20160023616,A,4
T20160023616,B,1
T20120017309,A,0
T20120017115,B,0
T20120016783,B,2
T20120016783,A,0
T20120017943,A,4
T20120017943,B,1
T20160016058,A,0
T20160016058,B,2
T20160023883,01,0
T20160023883,A,2
T20160023883,B,2
T20160024110,01,0
T20160024110,A,2
T20160024078,01,2
T20160024078,A,0
T20160024078,B,2
T20160020905,A,1
T20160023927,01,0
T20160023927,02,2
T20160023927,A,2
T20160023927,B,2
T20160015027,A,0
T20160015027,B,0
T20160015023,A,0
T20160014725,A,0
T20160014725,B,2
T20160014725,01,0
T20160014725,02,0
T20160013975,A,2
T20160014943,A,0
T20160014943,B,2
T20200021400,A,0
T20160010854,01,0
T20160010854,A,2
T20160010854,B,0
T20160014787,01,2
T20160014787,A,0
T20160014787,B,0
T20160014221,A,0
T20160014221,B,2
T20160012263,A,0
T20160012263,B,0
T20160014322,A,1
T20160015075,A,2
T20160013758,01,0
T20160013758,01,0
T20160013758,A,0
T20160013758,A,0
T20160010597,A,2
T20160014163,A,1
T20160014163,B,1
T20160015019,A,2
T20160015019,B,0
T20160015022,01,1
T20160015022,A,1
T20200018492,B,2
T20160016735,B,0
T20160019670,B,1
T20160019670,A,4
T20160019511,A,0
T20160019511,B,0
T20160018026,B,0
T20160018026,01,2
T20160018026,A,2
T20160019692,01,1
T20160019692,A,6
T20160019692,B,1
T20160019701,01,0
T20160019701,A,2
T20160019701,B,2
T20160019626,01,2
T20160019626,02,2
T20160019626,A,0
T20160019626,B,2
T20160019013,B,2
T20160019622,A,1
T20160019338,A,0
T20160019338,B,2
T20160019717,A,1
T20160016134,01,6
T20160016134,02,4
T20160016134,03,1
T20160016134,04,6
T20160016134,A,1
T20160016134,C,1
T20160019716,A,0
T20160019716,B,2
T20160012545,B,2
T20160019686,A,1
T20160019686,B,4
T20200004334,A,2
T20210012666,A,2
T20160019738,A,0
T20160019738,B,2
T20160019571,A,0
T20160019571,B,2
T20160010839,B,2
T20160009465,01,0
T20160009465,A,0
T20160009465,B,0
T20160010641,A,0
T20160010641,B,0
T20230019487,A,2
T20160011460,01,0
T20160011460,A,2
T20160011460,B,2
T20200023188,02,0
T20160011417,B,2
T20160011502,01,6
T20160011502,A,1
T20160011502,B,4
T20160011528,A,4
T20160011528,B,1
T20160011333,01,1
T20160011333,A,6
T20160011333,B,6
T20160011193,01,4
T20160011193,02,1
T20160011193,03,1
T20160011193,A,1
T20160011193,B,6
T20160010972,A,4
T20160010972,B,1
T20160011573,A,0
T20160011573,B,2
T20210012868,A,2
T20160011425,A,1
T20160011425,B,4
T20160010894,A,0
T20160010894,B,0
T20160011397,A,2
T20160011397,B,0
T20160026448,A,0
T20160026618,A,0
T20160026618,B,2
T20170000838,A,4
T20170000838,B,1
T20170000596,A,0
T20170000596,B,2
T20170000544,A,1
T20170000831,A,0
T20170000831,B,0
T20170000836,01,3
T20170000836,A,3
T20170000836,B,3
T20170000671,A,1
T20170000291,A,0
T20170000291,B,2
T20170004378,A,1
T20170000246,B,2
T20170000246,A,0
T20170000234,01,2
T20170000234,02,0
T20170000234,A,2
T20170000234,B,2
T20170000312,A,1
T20170000848,A,0
T20170000848,B,2
T20160025122,A,0
T20160025122,B,2
T20170000858,A,6
T20170000858,B,1
T20160026444,B,2
T20170000868,A,1
T20170000870,A,1
T20160017314,01,3
T20160017314,A,3
T20160017314,B,1
T20190013130,B,4
T20160021619,01,0
T20160021619,A,2
T20160021619,B,0
T20160018320,01,3
T20160018320,A,3
T20160018320,B,6
T20160016183,01,6
T20160016183,A,4
T20160016183,B,6
T20160019123,A,1
T20160019123,B,1
T20160018123,03,0
T20160018123,04,2
T20160020991,A,0
T20160020991,B,2
T20160016654,01,0
T20160016654,02,0
T20160016654,03,0
T20160016654,A,0
T20160016654,B,0
T20160021532,A,0
T20160021532,B,2
T20180020270,B,2
T20160006227,A,0
T20160006227,B,2
T20160018791,A,0
T20160018791,B,2
T20160014290,01,6
T20160014290,A,4
T20170004727,B,0
T20170003102,B,2
T20140013756,A,0
T20170004798,01,2
T20170004798,B,2
T20170004780,01,3
T20170004780,A,3
T20170003060,A,0
T20170003060,B,2
T20170003951,01,6
T20170003951,A,1
T20170003951,B,1
T20170004769,A,1
T20170004769,B,1
T20170004696,A,6
T20170003865,A,2
T20170002357,A,0
T20170002357,B,2
T20170004601,01,1
T20170004601,A,6
T20170004601,B,1
T20170004438,01,1
T20170004438,02,6
T20170004438,03,3
T20170004438,04,6
T20170004438,A,1
T20170004438,B,3
T20170004227,01,4
T20170004227,A,6
T20170004227,B,6
T20170004821,A,0
T20170004821,B,2
T20170004809,B,0
T20170004809,01,0
T20170004809,A,2
T20170004355,A,0
T20170003592,B,2
T20180001450,01,2
T20180001450,A,0
T20160022642,01,1
T20160022642,A,1
T20160023814,01,0
T20160023814,02,0
T20160023814,03,2
T20160023814,04,2
T20160023814,A,0
T20160023814,B,2
T20160024074,B,2
T20160024074,A,0
T20160024183,A,4
T20230007099,A,0
T20180017496,B,3
T20190002527,01,2
T20160024050,A,1
T20160024050,B,1
T20160023573,A,0
T20160023573,B,2
T20160021245,A,0
T20160021245,B,2
T20160024253,A,2
T20160024253,B,0
T20170018224,B,2
T20160014080,A,0
T20160014080,B,2
T20160014733,A,0
T20160014733,B,2
T20160012941,02,6
T20160015031,01,6
T20160015031,A,3
T20160015031,B,3
T20160007878,01,0
T20160007878,A,2
T20160007878,B,2
T20160014986,01,6
T20160014986,02,1
T20160014986,03,1
T20160014986,A,1
T20160014986,B,1
T20160014978,01,2
T20160014978,02,0
T20160014978,A,0
T20160014978,B,0
T20160014477,A,1
T20160014477,B,6
T20160013978,01,0
T20160013978,02,2
T20160013978,A,0
T20160013978,B,0
T20160019148,A,0
T20160019782,01,0
T20160019782,A,0
T20160019782,B,2
T20230024341,A,0
T20160018724,A,2
T20180015333,04,0
T20180016862,A,0
T20160019565,A,0
T20160019565,B,0
T20160019496,A,0
T20160019496,B,2
T20160019570,A,0
T20160019570,B,2
T20160019272,01,2
T20160019272,02,0
T20160019272,A,2
T20160019272,B,2
T20160019442,A,2
T20160019704,B,2
T20160019765,A,1
T20160019710,01,0
T20160019710,A,2
T20160019710,B,0
T20170000870,B,1
T20170000293,01,1
T20170000293,A,1
T20170000804,01,6
T20170000804,A,6
T20170000804,B,1
T20160028083,A,0
